car,price,body,mileage,engV,engType,registration,year,model,drive
Mercedes-Benz,0.0,van,240,2.2,Diesel,yes,2007,Vito ïàññ.,rear
Mercedes-Benz,49500.0,crossover,52,3.0,Diesel,yes,2013,ML 350,full
Skoda,9300.0,sedan,140,1.5,Gas,yes,2007,Superb,front
VAZ,3700.0,sedan,104,1.5,Gas,yes,2008,2115,front
VAZ,1400.0,sedan,87,1.6,Petrol,yes,2002,2107,rear
Seat,24000.0,hatch,50,1.8,Petrol,yes,2014,Leon,front
Chevrolet,58500.0,other,1,2.0,Petrol,yes,2016,Camaro,rear
Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,Vito ãðóç.,rear
Chevrolet,4999.0,crossover,62,1.7,Petrol,yes,2006,Niva,full
Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,full
Opel,3500.0,sedan,398,1.8,Gas,yes,1995,Vectra A,front
Seat,7900.0,vagon,231,1.6,Petrol,yes,2005,Toledo,
Daewoo,2650.0,sedan,175,1.5,Gas,yes,2007,Nexia,front
Suzuki,12000.0,crossover,103,2.0,Gas,yes,2007,Grand Vitara,full
BMW,32000.0,crossover,138,3.0,Petrol,yes,2009,X6,full
Hyundai,10300.0,crossover,184,2.0,Gas,yes,2007,Tucson,full
Skoda,6999.0,hatch,60,1.2,Petrol,yes,2011,Fabia,front
Hyundai,7000.0,sedan,113,1.5,Diesel,yes,2008,Accent,front
Mazda,12500.0,crossover,95,2.3,Gas,yes,2007,CX-7,full
Mercedes-Benz,8700.0,other,280,,Diesel,yes,2001,Vito ïàññ.,front
Hyundai,5100.0,hatch,110,1.4,Other,yes,2005,Getz,front
Opel,2800.0,sedan,319,2.0,Petrol,yes,1989,Vectra A,front
Toyota,10500.0,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,full
Chrysler,12900.0,hatch,98,2.4,Gas,yes,2009,PT Cruiser,front
Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,Passat B5,front
Hyundai,5400.0,hatch,133,1.4,Petrol,yes,2004,Getz,front
Infiniti,15900.0,crossover,110,3.5,Gas,yes,2004,FX 35,full
Mitsubishi,6990.0,crossover,225,2.5,Petrol,yes,1997,Pajero,full
Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,Q3,full
VAZ,4800.0,sedan,52,1.6,Petrol,yes,2008,2170,front
Subaru,6500.0,sedan,140,1.6,Gas,yes,2003,Impreza,full
Audi,10500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad,full
Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997,Golf III,front
VAZ,0.0,sedan,198,1.5,Gas,yes,1999,21099,front
Honda,15400.0,crossover,137,2.4,Gas,yes,2008,CR-V,full
Nissan,9200.0,van,90,1.6,Gas,yes,2008,Note,front
Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350,full
Toyota,12800.0,sedan,203,,Petrol,yes,2005,Camry,front
Mitsubishi,16000.0,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,full
Skoda,10800.0,sedan,139,1.8,Petrol,yes,2008,Superb,front
Mercedes-Benz,0.0,van,173,2.2,Diesel,yes,2011,Vito ãðóç.,rear
Skoda,7500.0,hatch,205,1.8,Gas,yes,2007,Octavia Tour,front
Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013,Multivan,front
BMW,8100.0,crossover,175,3.0,Gas,no,2005,X5,full
BMW,14000.0,crossover,240,4.4,Gas,yes,2002,X5,full
Fiat,8000.0,hatch,125,1.2,Petrol,yes,2010,500,front
Mazda,6500.0,other,100,1.3,Petrol,yes,2005,RX-8,rear
Chery,6000.0,hatch,85,1.6,Petrol,yes,2010,M11,front
Mercedes-Benz,11299.0,van,1,2.2,Other,yes,2006,Vito ïàññ.,rear
Mitsubishi,5999.0,van,258,,Diesel,yes,1999,L 400 ïàññ.,rear
Citroen,5400.0,sedan,200,2.0,Petrol,yes,2002,C5,front
Volkswagen,13300.95,sedan,0,1.6,Petrol,yes,2016,Polo,front
Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016,Jetta,front
Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo,front
Daewoo,4600.0,hatch,46,0.8,Petrol,yes,2014,Matiz,front
Volkswagen,1950.0,hatch,94,1.1,Petrol,yes,1982,Golf II,front
Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,Touareg,full
Volkswagen,3000.0,vagon,250,1.9,Diesel,yes,1992,Passat B3,front
BMW,18000.0,sedan,180,2.0,Other,no,2011,520,rear
Daewoo,2199.0,sedan,230,10.0,Gas,yes,1997,Nexia,front
Skoda,5500.0,sedan,215,8.0,Petrol,yes,2002,Octavia,front
VAZ,6100.0,sedan,57,1.6,Petrol,yes,2013,2170,
Renault,9500.0,van,189,2.0,Diesel,yes,2010,Trafic ãðóç.,front
Volkswagen,6500.0,sedan,320,1.9,Diesel,yes,2001,Passat B5,front
VAZ,3900.0,sedan,140,1.6,Gas,yes,2010,2115,front
Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X,front
Kia,2500.0,sedan,180,1.5,Gas,yes,1994,Sephia,
VAZ,3900.0,hatch,125,1.6,Gas,yes,2007,1119,front
BMW,9500.0,sedan,315,2.5,Diesel,yes,2001,525,rear
Ford,13500.0,sedan,98,2.3,Gas,yes,2010,Mondeo,front
Volkswagen,9700.0,sedan,201,2.0,Petrol,yes,2007,Passat B6,front
BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730,rear
BMW,71500.0,crossover,19,2.5,Diesel,yes,2015,X5,full
Mazda,8900.0,sedan,138,1.6,Gas,yes,2007,3,front
Nissan,8500.0,sedan,195,1.6,Petrol,yes,2006,Primera,front
BMW,8999.0,other,160,1.8,Petrol,yes,1997,318,rear
Peugeot,11596.65,sedan,0,1.2,Petrol,yes,2016,301,front
Opel,3500.0,hatch,22,2.2,Diesel,no,2003,Vectra C,front
Land Rover,46000.0,crossover,75,5.0,Petrol,yes,2012,Range Rover,full
Mercedes-Benz,18500.0,crossover,1,3.5,Gas,yes,2006,ML 350,full
Audi,2400.0,sedan,305,2.3,Gas,yes,1989,100,front
Volkswagen,6400.0,van,305,,Diesel,yes,2004,Caddy ïàññ.,front
Kia,10650.0,van,180,2.9,Diesel,yes,2008,Carnival,front
Mercedes-Benz,9200.0,van,266,2.2,Diesel,yes,2008,Vito ãðóç.,rear
ZAZ,950.0,sedan,35,1.1,Petrol,yes,1995,1102 Òàâðèÿ,front
Acura,12900.0,sedan,126,3.5,Gas,yes,2006,RL,full
Mazda,2950.0,sedan,297,1.5,Petrol,yes,1996,323,front
Mercedes-Benz,12000.0,sedan,298,5.0,Petrol,yes,2004,S 500,full
GAZ,1650.0,sedan,98,2.5,Gas,yes,1993,31029,
Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001,Pajero,full
ZAZ,4000.0,sedan,75,1.3,Gas,yes,2011,Sens,front
Skoda,12899.0,vagon,214,1.6,Diesel,yes,2010,Octavia A5,front
Opel,9950.0,van,161,2.0,Diesel,yes,2013,Vivaro ãðóç.,front
Mitsubishi,17000.0,crossover,89,3.8,Petrol,yes,2008,Pajero Wagon,full
Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999,ML 320,full
Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Vito ïàññ.,front
Lexus,47500.0,crossover,4,2.7,Petrol,yes,2015,RX 270,front
VAZ,2700.0,crossover,1,1.7,Petrol,yes,1995,2121,full
Ford,12226.5,vagon,91,1.6,Petrol,yes,2012,C-Max,front
Mercedes-Benz,300000.0,other,37,5.0,Petrol,yes,2012,G 500,full
Chevrolet,10140.585,sedan,136,1.8,Petrol,yes,2013,Cruze,front
Toyota,12500.0,hatch,75,1.4,Diesel,yes,2012,Yaris,front
VAZ,3100.0,hatch,160,1.6,Petrol,yes,2007,2112,front
BMW,4900.0,sedan,295,2.0,Petrol,yes,1994,520,rear
Mitsubishi,24500.0,crossover,11,2.5,Diesel,yes,2012,Pajero Sport,full
Lexus,75000.0,sedan,78,4.6,Petrol,yes,2013,LS 460,full
Lincoln,12500.0,crossover,270,5.4,Gas,yes,1998,Navigator,full
Volkswagen,24800.0,sedan,2,1.6,Diesel,yes,2016,Jetta,front
Daewoo,4700.0,other,78,1.5,Petrol,yes,2011,Lanos,front
Mercedes-Benz,138000.0,crossover,0,3.0,Diesel,yes,2016,G 350,full
Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,Phaeton,full
Hyundai,9900.0,vagon,159,1.6,Other,yes,2011,i30,front
Mercedes-Benz,107000.0,van,0,2.2,Diesel,yes,2016,V 250,full
VAZ,2900.0,crossover,115,1.7,Petrol,yes,1995,2121,full
Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,Vito ïàññ.,front
Renault,14999.0,van,54,66.0,Other,yes,2012,Kangoo ïàññ.,front
Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,Pajero Wagon,full
Honda,17100.0,sedan,90,2.4,Petrol,yes,2010,Accord,front
Toyota,14699.0,sedan,155,,Petrol,yes,2006,Camry,front
Nissan,11000.0,hatch,8,1.4,Petrol,yes,2013,Note,front
Renault,0.0,sedan,100,1.4,Petrol,yes,2009,Symbol,front
Opel,1400.0,other,2,1.3,Petrol,yes,1986,Kadett,front
Audi,12900.0,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,full
Skoda,8800.0,sedan,125,2.0,Petrol,yes,2008,Octavia A5,front
BMW,28000.0,crossover,116,,Petrol,yes,2008,X5,full
Volkswagen,12300.0,other,248,1.9,Diesel,yes,2010,T5 (Transporter) ïàññ.,front
Lexus,45000.0,crossover,125,3.5,Petrol,yes,2013,RX 350,full
Mercedes-Benz,9150.0,sedan,273,2.7,Diesel,yes,2000,E-Class,rear
Audi,6200.0,vagon,316,2.6,Gas,yes,1997,A6,full
VAZ,4600.0,vagon,111,1.6,Gas,yes,2012,2171,front
Peugeot,7350.0,sedan,205,2.2,Gas,yes,2004,407,front
Renault,2950.0,vagon,280,19.0,Diesel,yes,2000,Kangoo ãðóç.,front
Audi,3250.0,sedan,285,,Gas,no,1996,A8,full
Volkswagen,13900.0,vagon,122,1.4,Gas,yes,2013,Touran,front
Ford,8900.0,vagon,260,1.8,Diesel,yes,2008,Focus,front
VAZ,3900.0,hatch,97,1.6,Petrol,yes,2008,2112,front
BMW,34500.0,sedan,45,2.0,Petrol,yes,2013,320,full
Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005,Vito ïàññ.,rear
Toyota,8400.0,sedan,195,2.4,Gas,yes,2004,Camry,front
Ford,2200.0,sedan,200,3.0,Gas,yes,1993,Taurus,front
Chevrolet,6100.0,sedan,205,1.8,Gas,yes,2005,Lacetti,front
Volkswagen,10900.0,other,287,2.5,Other,yes,2004,T5 (Transporter) ïàññ.,front
Nissan,11999.0,crossover,207,3.5,Petrol,yes,2006,Murano,full
Lexus,48000.0,crossover,76,4.6,Gas,yes,2010,GX,full
Nissan,8300.0,crossover,123,1.5,Diesel,no,2010,Qashqai,front
Daewoo,3600.0,sedan,85,1.4,Petrol,yes,2007,Lanos,front
VAZ,4650.0,sedan,68,1.4,Petrol,yes,2011,1118,front
Daewoo,3800.0,sedan,197,1.5,Gas,yes,2003,Lanos,front
Nissan,11900.0,crossover,193,2.0,Petrol,yes,2008,X-Trail,full
Ford,7900.0,van,250,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front
BMW,23000.0,other,100,,Other,yes,2005,630,
Skoda,15500.0,vagon,180,1.8,Petrol,yes,2011,Superb,front
Fiat,4500.0,van,155,1.3,Diesel,yes,2010,Doblo ãðóç.,front
Chevrolet,4550.0,hatch,59,1.5,Petrol,yes,2005,Aveo,front
Ford,2950.0,other,230,1.3,Gas,yes,1999,Courier,front
VAZ,8800.0,crossover,96,1.7,Petrol,yes,2011,2121,full
BMW,3200.0,sedan,178,1.9,Petrol,no,2001,318,rear
Ford,6750.0,van,147,1.6,Diesel,yes,2005,C-Max,front
Opel,2000.0,vagon,95,1.6,Petrol,yes,1990,Kadett,front
Nissan,4088.0,sedan,115,3.0,Other,yes,1993,Maxima,front
Fiat,5200.0,van,265,1.9,Diesel,yes,2003,Doblo ïàññ.,front
Audi,7200.0,sedan,250,2.4,Gas,yes,1998,A6,front
Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012,Vito ãðóç.,rear
Hyundai,10500.0,crossover,135,2.0,Gas,yes,2008,Tucson,full
Lexus,12300.0,other,90,4.3,Petrol,yes,2002,SC 430,rear
BMW,5400.0,crossover,250,3.0,Petrol,no,2003,X5,full
Lexus,24100.0,sedan,122,4.6,Petrol,yes,2008,LS 460,rear
BMW,5500.0,sedan,402,2.0,Petrol,yes,1988,520,
Skoda,9600.0,hatch,88,1.8,Other,yes,2007,Octavia Tour,front
Mercedes-Benz,5200.0,other,220,3.2,Petrol,no,2004,CLK 320,rear
Hummer,19800.0,other,0,,Other,yes,2006,H3,
Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007,Viano ïàññ.,rear
Chevrolet,23500.0,crossover,76,2.2,Diesel,yes,2013,Captiva,full
Hyundai,11999.0,sedan,108,1.6,Gas,yes,2011,Elantra,
VAZ,7035.795,sedan,0,1.6,Petrol,yes,2016,2190 Ãðàíòà,front
Mazda,13200.0,sedan,143,2.3,Petrol,yes,2007,6 MPS,full
Ford,5700.0,van,131,1.8,Diesel,yes,2004,Transit Connect ïàññ.,front
VAZ,1800.0,other,12,1.5,Petrol,yes,1991,2108,front
Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado,full
Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Jetta,front
Daewoo,3200.0,sedan,123,1.3,Gas,yes,2006,Sens,front
Nissan,13600.0,crossover,138,2.0,Petrol,yes,2008,Qashqai,full
Suzuki,8700.0,crossover,95,,Petrol,yes,2008,Jimny,full
Renault,13321.3275,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front
Ford,11500.0,sedan,127,2.3,Petrol,yes,2009,Mondeo,front
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan,front
Opel,8800.0,other,171,2.0,Diesel,yes,2008,Vivaro ãðóç.,front
Subaru,8500.0,crossover,139,2.0,Other,yes,2006,Forester,full
Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,Polo,front
Renault,6200.0,van,122,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
Chevrolet,6000.0,other,130,2.2,Gas,yes,2006,Cobalt,front
Ford,17900.0,hatch,43,,Other,yes,2013,Focus,front
Mercedes-Benz,30000.0,other,176,5.5,Petrol,yes,2003,E-Class,rear
Porsche,22000.0,crossover,130,3.6,Petrol,yes,2007,Cayenne,full
Daewoo,4400.0,sedan,141,1.5,Petrol,yes,2007,Lanos,front
Daewoo,2999.0,sedan,151,,Gas,yes,2005,Nexia,front
Skoda,8400.0,sedan,147,1.6,Gas,yes,2007,Octavia A5,front
Citroen,1650.0,van,180,14.0,Petrol,no,2006,Berlingo ïàññ.,front
Mercedes-Benz,20500.0,sedan,235,2.2,Diesel,yes,2007,E-Class,rear
Fiat,4000.0,other,1,2.8,Diesel,yes,2000,Ducato ãðóç.,front
Geely,3600.0,sedan,84,1.6,Petrol,yes,2008,MK,front
Volkswagen,15000.0,van,230,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,full
Mercedes-Benz,9600.0,van,30,2.2,Diesel,yes,2006,Vito ïàññ.,rear
Nissan,11500.0,crossover,125,2.0,Petrol,yes,2007,Qashqai,front
Chevrolet,6100.0,sedan,162,1.6,Gas,yes,2008,Lacetti,front
ZAZ,4000.0,sedan,78,1.3,Gas,yes,2011,Sens,front
Hyundai,14500.0,crossover,146,2.2,Diesel,yes,2007,Santa FE,full
Honda,14100.0,sedan,97,2.0,Petrol,yes,2008,Accord,front
Peugeot,5700.0,van,242,1.6,Gas,yes,2003,Partner ïàññ.,front
BMW,32500.0,sedan,131,2.0,Diesel,yes,2010,520,rear
Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,Kangoo ïàññ.,front
Audi,2100.0,vagon,230,1.9,Diesel,no,2000,A4,
Citroen,4800.0,van,191,1.6,Diesel,yes,2007,Berlingo ïàññ.,front
Peugeot,5000.0,vagon,333,2.0,Diesel,yes,2001,306,front
Toyota,7500.0,sedan,185,3.0,Gas,yes,2004,Camry,front
Mercedes-Benz,13000.0,sedan,220,5.0,Petrol,yes,2003,S 500,full
Peugeot,4200.0,hatch,246,1.9,Diesel,yes,1999,206,front
BMW,2666.0,sedan,360,2.5,Diesel,no,1996,525,rear
Daewoo,3700.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front
VAZ,3500.0,vagon,130,,Gas,yes,2007,2111,front
Hyundai,9200.0,hatch,7,1.2,Petrol,yes,2011,i10,front
Fiat,1300.0,hatch,178,0.9,Gas,yes,1995,Cinquecento,front
Mercedes-Benz,14750.0,sedan,220,3.0,Diesel,yes,2005,E-Class,rear
Hyundai,6800.0,hatch,86,1.4,Gas,yes,2007,Getz,front
Ford,1500.0,hatch,48,1.4,Petrol,yes,1989,Escort,front
Renault,9250.0,vagon,220,1.5,Diesel,yes,2010,Megane,front
Renault,3600.0,sedan,101,2.0,Petrol,yes,1997,Megane,front
Ford,2400.0,hatch,276,2.0,Petrol,yes,1990,Scorpio,rear
Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,rear
VAZ,6700.0,crossover,115,,Gas,yes,2010,2121,full
Ford,1500.0,hatch,2,2.0,Gas,yes,1987,Sierra,rear
Hyundai,9600.0,crossover,180,2.0,Petrol,yes,2008,Tucson,full
BMW,27300.0,sedan,155,2.0,Diesel,yes,2012,520,rear
Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,Highlander,full
Mitsubishi,7400.0,sedan,189,1.6,Petrol,yes,2006,Lancer,front
Renault,20996.235,crossover,0,1.5,Diesel,yes,2016,Captur,front
Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,Logan,front
Daewoo,3250.0,sedan,136,1.4,Petrol,yes,2007,Lanos,
Mitsubishi,5850.0,hatch,130,1.3,Petrol,yes,2005,Colt,front
Volkswagen,3400.0,van,175,1.4,Petrol,yes,2003,Caddy ïàññ.,front
Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011,Multivan,full
Volkswagen,9990.0,van,194,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,T4 (Transporter) ãðóç,front
Kia,12000.0,sedan,10,2.0,Petrol,yes,2009,Magentis,front
Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002,C-Class,rear
Renault,0.0,vagon,177,1.5,Diesel,yes,2007,Megane,front
Audi,25000.0,other,60,2.0,Petrol,yes,2011,A5,full
Daewoo,2500.0,sedan,179,1.5,Gas,yes,1998,Lanos,front
Volkswagen,14900.0,vagon,170,1.6,Diesel,yes,2011,Passat B7,front
Audi,1950.0,vagon,300,1.8,Petrol,no,1999,A4,full
Audi,2400.0,sedan,310,2.0,Diesel,yes,1989,100,front
Subaru,10200.0,crossover,154,2.0,Petrol,yes,2007,Forester,full
Opel,3500.0,hatch,250,1.8,Gas,yes,1995,Vectra A,front
Volkswagen,8900.0,sedan,144,1.6,Petrol,yes,2013,Polo,front
Moskvich-AZLK,11000.0,sedan,1,,Petrol,yes,1953,401,rear
Renault,5700.0,van,275,1.9,Diesel,yes,2002,Trafic ãðóç.,front
Ford,15195.3906,hatch,0,99.99,Petrol,yes,2016,Fiesta,front
Mitsubishi,3200.0,sedan,106,2.0,Gas,yes,1997,Galant,front
Skoda,9300.0,sedan,206,1.8,Gas,yes,2008,Superb,front
Skoda,3700.0,hatch,180,1.9,Diesel,no,2006,Fabia,front
Ford,16561.35,hatch,0,1.2,Petrol,yes,2016,Focus,front
Mitsubishi,7300.0,sedan,145,1.6,Petrol,yes,2008,Lancer,front
Renault,11500.0,vagon,175,1.5,Diesel,yes,2011,Megane,front
Porsche,0.0,crossover,59,3.0,Other,yes,2011,Cayenne,full
Ford,1900.0,hatch,150,1.3,Other,yes,1991,Escort,front
Honda,19900.0,other,52,2.2,Petrol,yes,2006,S2000,rear
Mazda,11300.0,sedan,180,2.5,Petrol,yes,2008,6,front
VAZ,3200.0,sedan,140,1.6,Gas,yes,2007,1118,front
Nissan,10500.0,crossover,91,1.6,Gas,yes,2007,Qashqai,
Mitsubishi,3250.0,sedan,380,1.8,Petrol,yes,1993,Galant,front
Peugeot,13900.0,crossover,93,1.6,Diesel,yes,2011,3008,front
Suzuki,23341.5,crossover,0,1.6,Petrol,yes,2016,Vitara,full
Ford,1400.0,sedan,1,2.0,Gas,yes,1990,Scorpio,rear
Nissan,9500.0,crossover,202,2.0,Petrol,yes,2002,X-Trail,full
Mercedes-Benz,10000.0,other,275,2.15,Diesel,yes,2006,Sprinter 313 ïàññ.,rear
Nissan,7400.0,hatch,102,1.6,Petrol,yes,2006,Note,front
Renault,4200.0,van,142,1.9,Diesel,yes,2007,Kangoo ãðóç.,front
Chery,2800.0,sedan,140,1.1,Petrol,yes,2008,QQ,front
Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Caddy ïàññ.,front
BMW,51000.0,sedan,97,3.0,Diesel,yes,2011,730,rear
Geely,8700.0,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
BMW,38500.0,sedan,140,2.0,Diesel,yes,2012,520,rear
Renault,3000.0,van,217,1.4,Petrol,yes,2004,Kangoo ãðóç.,front
Honda,17900.0,other,88,2.4,Petrol,yes,2011,Accord,front
Volkswagen,5200.0,van,235,2.0,Diesel,yes,2005,Caddy ãðóç.,front
Kia,22000.0,other,5,1.6,Petrol,yes,2016,Koup,full
Volkswagen,11500.0,van,192,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Volkswagen,12500.0,other,160,2.5,Other,yes,2006,T5 (Transporter) ïàññ.,front
Renault,6500.0,other,406,2.5,Diesel,yes,2004,Master ãðóç.,front
BMW,45200.0,crossover,68,3.0,Diesel,yes,2012,X5,full
UAZ,4500.0,crossover,30,2.4,Other,yes,2014,3151,full
Mercedes-Benz,3200.0,sedan,390,2.3,Gas,yes,1985,E-Class,rear
VAZ,2000.0,crossover,125,1.6,Petrol,yes,1985,2121,full
Volkswagen,8800.0,van,145,2.0,Gas,yes,2011,Caddy ãðóç.,front
Lexus,0.0,crossover,0,4.5,Diesel,yes,2016,LX 450,full
Audi,22500.0,sedan,99,2.0,Other,yes,2010,A5,full
BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,520,rear
Geely,3800.0,sedan,146,1.5,Gas,yes,2008,CK,front
Chevrolet,4700.0,vagon,163,1.6,Petrol,yes,2005,Tacuma,
Chevrolet,8200.0,vagon,115,1.8,Petrol,yes,2007,Lacetti,front
Renault,7900.0,van,300,1.9,Diesel,yes,2006,Trafic ïàññ.,front
BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,530,rear
Nissan,3000.0,sedan,292,2.0,Gas,yes,1993,Primera,front
Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007,C-Class,full
Ford,17500.0,crossover,100,2.5,Petrol,yes,2011,Kuga,full
VAZ,2200.0,vagon,36,1.5,Gas,yes,2005,2104,rear
Hyundai,10000.0,crossover,106,2.7,Petrol,yes,2007,Tucson,full
Opel,6850.0,vagon,212,2.5,Diesel,yes,2002,Omega,rear
Renault,4200.0,vagon,180,1.4,Petrol,yes,2000,Kangoo ïàññ.,front
Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013,Golf VII,front
VAZ,5400.0,vagon,62,,Gas,yes,2013,2111,front
Mercedes-Benz,8000.0,van,250,2.2,Diesel,yes,2006,Vito ïàññ.,rear
Volvo,40500.0,sedan,0,2.4,Diesel,yes,2016,S60,full
Volkswagen,9200.0,other,156,1.9,Diesel,yes,2009,Golf Variant,front
Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008,E-Class,full
Volkswagen,2600.0,vagon,288,1.8,Petrol,yes,1990,Passat B3,front
Mazda,7500.0,other,215,,Gas,yes,2003,6,front
Nissan,20900.0,other,26,2.0,Petrol,yes,2013,Qashqai,full
Subaru,11900.0,hatch,77,2.0,Petrol,yes,2008,Impreza,full
VAZ,4600.0,crossover,161,1.7,Other,yes,2003,2121,full
Subaru,10500.0,sedan,75,2.0,Petrol,yes,2008,Legacy,full
BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,730,rear
Lexus,23500.0,sedan,143,4.6,Petrol,yes,2008,LS 460,rear
Lexus,9200.0,sedan,260,2.0,Petrol,yes,1999,IS 200,rear
Porsche,0.0,crossover,76,3.0,Diesel,yes,2013,Cayenne,full
Nissan,20000.0,crossover,170,3.0,Diesel,yes,2007,Patrol,full
Porsche,65500.0,sedan,41,4.8,Other,yes,2011,Panamera,full
GAZ,8000.0,van,95,2.9,Gas,yes,2011,3302 GAZåëü,rear
Mercedes-Benz,5000.0,sedan,240,2.2,Diesel,no,2004,E-Class,
Volkswagen,7000.0,van,350,1.0,Other,yes,2004,T5 (Transporter) ãðóç,front
Toyota,29000.0,crossover,120,4.0,Gas,yes,2008,Land Cruiser Prado,full
Mazda,27500.0,sedan,16,2.5,Petrol,yes,2014,6,front
Hyundai,5900.0,van,141,1.6,Petrol,yes,2005,Matrix,front
Mercedes-Benz,3900.0,sedan,385,1.8,Petrol,yes,1995,C-Class,rear
Renault,10799.0,vagon,193,1.5,Diesel,yes,2012,Megane,front
Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,Passat B6,front
BMW,117000.0,crossover,1,,Other,yes,2016,X6 M,
Daewoo,4300.0,sedan,132,1.5,Petrol,yes,2005,Lanos,front
Opel,7500.0,hatch,120,1.6,Petrol,yes,2008,Astra H,front
Mazda,6800.0,hatch,205,1.6,Petrol,yes,2004,3,front
Hyundai,7900.0,other,77,1.2,Petrol,yes,2011,i20,front
UAZ,6800.0,vagon,55,2.69,Other,yes,2007,3163,
Jeep,11300.0,crossover,118,2.4,Gas,yes,2007,Compass,full
Mazda,11300.0,crossover,62,2.3,Petrol,yes,2008,CX-7,full
Peugeot,2700.0,sedan,320,2.0,Petrol,yes,1990,605,front
Renault,11000.0,other,131,1.5,Diesel,yes,2011,Kangoo ïàññ.,front
Hyundai,11300.0,crossover,116,2.0,Diesel,yes,2009,Tucson,full
Jeep,5000.0,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full
Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,T5 (Transporter) ïàññ.,front
Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004,Vito ïàññ.,rear
Chery,4500.0,sedan,22,1.3,Gas,yes,2008,Kimo,front
GAZ,3500.0,other,60,,Petrol,yes,2006,2705 GAZåëü,rear
Skoda,0.0,hatch,90,2.0,Petrol,yes,2012,Octavia A5,front
Jaguar,4500.0,sedan,270,4.0,Petrol,no,1993,XJR-S,
Kia,20300.0,crossover,79,2.0,Petrol,yes,2013,Sportage,full
Renault,8700.0,van,183,1.9,Diesel,yes,2004,Trafic ïàññ.,front
Mitsubishi,18900.0,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,full
Volkswagen,8400.0,van,300,2.5,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
Mazda,9300.0,sedan,191,2.0,Petrol,yes,2007,6,front
Volkswagen,1900.0,vagon,504,1.6,Gas,yes,1988,Passat B2,front
BMW,3700.0,other,110,2.5,Petrol,yes,1983,323,rear
Mazda,9200.0,sedan,98,1.6,Petrol,yes,2007,3,front
Ford,5800.0,van,257,2.0,Diesel,yes,2003,Transit ïàññ.,front
